136,NHS Supply Chain as an agent of NHS Business Services Authority,Pulse Oximetry Devices and Support Products,Clinical and medical life sciences,226227,Medium,0.00000,0.00000,0.00000,5000000.00000,5000000.00000,5000000.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Nov 15 00:00,Open,31 Oct 14 00:00,29 Mar 13 00:01,12 Oct 12 12:06,,1884,NHS Supply Chain,0,33195110|3315700,690683,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690683
137,NHS Supply Chain as an agent of NHS Business Services Authority,Renal Dialysis,Clinical and medical life sciences,248168,Medium,0.00000,0.00000,0.00000,1250000.00000,1250000.00000,1250000.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,30 Nov 15 00:00,Open,28 Nov 14 00:00,29 Mar 13 00:01,12 Oct 12 12:17,,1884,NHS Supply Chain,0,33181500|33141324|33141325|33181000|33181100|33181200|33181300|3318140,690689,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690689
138,NHS Supply Chain as an agent of NHS Business Services Authority,Respiratory Therapy Products ,Clinical and medical life sciences,267681,Medium,0.00000,0.00000,0.00000,3550000.00000,3550000.00000,3550000.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Feb 16 00:00,Open,31 Jan 15 00:00,29 Mar 13 00:01,12 Oct 12 12:14,,1884,NHS Supply Chain,0,33158400|33140000|33157400|3319511,690692,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690692
139,NHS Supply Chain as an agent of NHS Business Services Authority,Sharps Pads and Tip Cleaners,Clinical and medical life sciences,356578,Medium,0.00000,0.00000,0.00000,1400000.00000,1400000.00000,1400000.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Jun 15 00:00,Open,31 May 14 00:00,29 Mar 13 00:01,12 Oct 12 12:05,,1884,NHS Supply Chain,0,3314112,690694,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690694
140,NHS Supply Chain as an agent of NHS Business Services Authority,Simple Aids For Daily Living And Associated Products,Clinical and medical life sciences,279889,Medium,0.00000,0.00000,0.00000,812500.00000,812500.00000,812500.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,27 Jan 16 00:00,Open,26 Jan 15 00:00,29 Mar 13 00:01,12 Oct 12 12:18,,1884,NHS Supply Chain,0,3319620,690695,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690695
141,NHS Supply Chain as an agent of NHS Business Services Authority,Single Use Protective Theatre Clothing,Clinical and medical life sciences,64703,Medium,0.00000,0.00000,0.00000,0.00000,34380000.00000,34380000.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,14 Aug 16 00:00,Open,13 Aug 15 00:00,29 Mar 13 00:01,12 Oct 12 12:20,,1884,NHS Supply Chain,0,39518100|1811000,690697,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690697
142,NHS Supply Chain as an agent of NHS Business Services Authority,Sterile Surgical Gloves ,Clinical and medical life sciences,129960,Medium,0.00000,0.00000,0.00000,21750000.00000,21750000.00000,21750000.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Oct 15 00:00,Open,02 Oct 14 00:00,29 Mar 13 00:01,12 Oct 12 12:20,,1884,NHS Supply Chain,0,3314142,690700,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690700
143,NHS Supply Chain,Urology products 1 and urology products 2,Clinical and medical life sciences,326803,Medium,0.00000,0.00000,0.00000,18750000.00000,18750000.00000,18750000.00000,0.00000,0.00000,United Kingdom,UK,,,01 Mar 16 00:00,Open,28 Feb 15 00:00,29 Mar 13 00:01,12 Oct 12 14:42,,1884,NHS Supply Chain,0,19520000|03116300|1452330,690711,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690711
144,NHS Supply Chain,Walking Aids ,Clinical and medical life sciences,175725,Medium,0.00000,0.00000,0.00000,5500000.00000,5500000.00000,5500000.00000,0.00000,0.00000,United Kingdom,UK,,,01 Nov 15 00:00,Open,31 Oct 14 00:00,29 Mar 13 00:01,12 Oct 12 12:10,,1884,NHS Supply Chain,0,33141720|33141710|3929540,690712,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690712
145,NHS Supply Chain,Wound closure ,Clinical and medical life sciences,103925,Medium,0.00000,0.00000,0.00000,0.00000,65000000.00000,65000000.00000,0.00000,0.00000,United Kingdom,UK,,,01 Oct 16 00:00,Open,30 Sep 15 00:00,29 Mar 13 00:01,12 Oct 12 12:41,,1884,NHS Supply Chain,0,33140000|33600000|33141100|33141500|3314180,690733,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690733
146,NHS Supply Chain,Wound drainage and post operative autologous blood systems ,Clinical and medical life sciences,257541,Medium,0.00000,0.00000,0.00000,6000000.00000,6000000.00000,6000000.00000,0.00000,0.00000,United Kingdom,UK,,,01 Apr 15 00:00,Open,23 Jul 14 00:00,29 Mar 13 00:01,12 Oct 12 14:57,,1884,NHS Supply Chain,0,33140000|33141600|3319421,690737,,,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690737
147,NHS Supply Chain as an agent of NHS Business Services Authority,Products Used For and Associated with Arthroscopy and Sports Medicine including Surgical Power Tools,Clinical and medical life sciences,186834,Medium,0.00000,0.00000,0.00000,15625000.00000,15625000.00000,15625000.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,19 Oct 15 00:00,Open,18 Oct 14 00:00,29 Mar 13 00:01,15 Oct 12 08:44,,1884,NHS Supply Chain,0,43830000|42122410|33190000|33184100|33183200|33183100|33169000|33162000|33141700|3314156,690742,690677,690677,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690742
148,NHS Supply Chain as an agent of NHS Business Services Authority,Products used for Surgical Orthopaedic Joint Replacement including Implants Bone Cement and Bone Cement Mixing Device,Clinical and medical life sciences,393990,Medium,0.00000,0.00000,0.00000,85000000.00000,85000000.00000,85000000.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,20 Mar 16 00:00,Open,19 Mar 15 00:00,29 Mar 13 00:01,12 Oct 12 14:46,,1884,NHS Supply Chain,0,33697110|33184100|33183200|33183100|33183000|33162000|3314170,690744,690680,690680,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690744
149,NHS Supply Chain,Advanced Wound Care including Negative Pressure Therapy,Clinical and medical life sciences,103,Medium,0.00000,0.00000,0.00000,0.00000,53750000.00000,53750000.00000,53750000.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Jul 16 00:00,Open,01 Jul 15 00:00,13 Nov 13 15:48,13 Nov 13 15:48,,1884,NHS Supply Chain,0,33141114|33141111|33141110|3314000,1176819,689440,689440,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176819
150,NHS Supply Chain,Infusion pumps,Clinical and medical life sciences,119,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,53750000.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Feb 18 00:00,Open,01 Feb 17 00:00,12 Nov 13 12:53,12 Nov 13 12:53,,1884,NHS Supply Chain,0,33194120|33194110|3319410,1174769,907466,689443,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1174769
151,NHS Supply Chain,Thermometer Devices And Support Products,Clinical and medical life sciences,207,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9925000.00000,0.00000,United Kingdom,UK,,,01 Oct 18 00:00,Open,01 Oct 17 00:00,12 Nov 13 13:00,12 Nov 13 13:00,,1884,NHS Supply Chain,0,38412000|33141000|3314000,1174770,907473,690696,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1174770
152,NHS Supply Chain,Tray Wrap and Sterilisation Products ,Clinical and medical life sciences,47444,High,0.00000,4500000.00000,4500000.00000,4500000.00000,4500000.00000,0.00000,0.00000,0.00000,United Kingdom,UK,,,01 Oct 14 00:00,Open,07 Feb 14 00:00,13 Nov 13 13:03,13 Nov 13 13:03,,1884,NHS Supply Chain,0,3319820,1174771,907476,690706,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1174771
153,NHS Supply Chain,Bowel and faecal management wash products for continence care and associated products,Clinical and medical life sciences,81,Medium,0.00000,0.00000,0.00000,0.00000,4000000.00000,4000000.00000,4000000.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Feb 16 00:00,Open,01 Feb 15 00:00,13 Nov 13 13:58,13 Nov 13 13:58,,1884,NHS Supply Chain,0,33141621|3314160,1176763,689463,689463,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176763
154,NHS Supply Chain,Orthopaedic Trauma Spinal Maxillo Facial Endoprostheses Hemiarthroplasty and associated items,Clinical and medical life sciences,133,High,0.00000,0.00000,21000000.00000,23000000.00000,25000000.00000,27000000.00000,0.00000,0.00000,United Kingdom,UK,,,01 Jun 14 00:00,Open,19 Nov 13 00:00,13 Nov 13 14:01,13 Nov 13 14:01,,1884,NHS Supply Chain,0,33183100|33169000|3314156,1176765,690701,690701,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176765
155,NHS Supply Chain,Artificial Limb Components and Associated Products,Clinical and medical life sciences,65,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7000000.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Apr 18 00:00,Open,04 Jun 17 00:00,13 Nov 13 14:06,13 Nov 13 14:06,,1884,NHS Supply Chain,0,35113460|33184000|3318320,1176768,689455,689455,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176768
156,NHS Supply Chain,Anaesthesia Systems Ventilator Equipment and Associated Accessories,Clinical and medical life sciences,43,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18000000.00000,18000000.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Mar 18 00:00,Open,01 Mar 17 00:00,13 Nov 13 13:42,13 Nov 13 13:42,,1884,NHS Supply Chain,0,39714100|33172200|3310000,1176756,907364,907364,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176756
157,NHS Supply Chain,Intraocular Lenses and Ophthalmic Consumables Instruments Packs & Devices,Clinical and medical life sciences,165,Medium,0.00000,0.00000,0.00000,16250000.00000,16250000.00000,16250000.00000,16250000.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Sep 15 00:00,Open,31 Jul 14 00:00,13 Nov 13 14:32,13 Nov 13 14:32,,1884,NHS Supply Chain,0,33731110|33731000|33730000|33662100|33184600|33169000|33140000|3373200,1176781,689493,689493,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176781
158,NHS Supply Chain,Enema,Clinical and medical life sciences,321,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,400000.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Jun 18 00:00,Open,01 Jun 17 00:00,13 Nov 13 14:37,13 Nov 13 14:37,,1884,NHS Supply Chain,0,33697100|3319000,1176783,689475,689475,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176783
159,NHS Supply Chain,Instrument Disinfectants and Detergents,Clinical and medical life sciences,130,High,0.00000,0.00000,1550000.00000,1550000.00000,1550000.00000,1550000.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Sep 14 00:00,Open,14 Jan 14 00:00,13 Nov 13 14:42,13 Nov 13 14:42,,1884,NHS Supply Chain,0,39831200|2445500,1176785,689445,689445,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176785
160,NHS Supply Chain,Supply of electronic assistive technology products and accessories ,Clinical and medical life sciences,69,High,0.00000,0.00000,4500000.00000,4500000.00000,4500000.00000,4500000.00000,0.00000,0.00000,United Kingdom,UK,,,01 Sep 14 00:00,Open,01 Feb 14 00:00,13 Nov 13 14:46,13 Nov 13 14:46,,1884,NHS Supply Chain,0,33197000|33196200|33196100|3319600,1176786,689536,689536,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176786
161,NHS Supply Chain,Surgical implants ,Clinical and medical life sciences,97,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5000000.00000,0.00000,United Kingdom,UK,,,25 May 18 00:00,Open,25 May 17 00:00,13 Nov 13 14:51,13 Nov 13 14:51,,1884,NHS Supply Chain,0,3318410,1176789,734387,690668,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176789
162,NHS Supply Chain,Hearing Aids and Audiological Sundries (Audiological Implantable Devices),Clinical and medical life sciences,17,High,0.00000,0.00000,0.00000,0.00000,58000000.00000,58000000.00000,58000000.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Aug 16 00:00,Open,31 Jul 15 00:00,13 Nov 13 14:28,13 Nov 13 14:28,,1884,NHS Supply Chain,0,39171000|33185100|33185000|2216000,1176779,689490,689490,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176779
163,NHS Supply Chain,The supply of haematology testing systems capable of performing a full blood count (FBC) determination,Clinical and medical life sciences,158,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8750000.00000,0.00000,United Kingdom,UK,,,01 Sep 18 00:00,Open,20 Sep 17 00:00,13 Nov 13 13:32,13 Nov 13 13:32,,1884,NHS Supply Chain,0,38434570|38434550|38434520|33696200|3312410,1176752,907472,690693,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176752
164,NHS Supply Chain,Needle Exchange Harm Reduction Products ,Clinical and medical life sciences,54,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,750000.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Apr 18 00:00,Open,08 Apr 17 00:00,13 Nov 13 14:22,13 Nov 13 14:22,,1884,NHS Supply Chain,0,33712000|33697000|33616000|33141310|3314111,1176776,689487,689487,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176776
165,NHS Supply Chain,Endoscopy consumables,Clinical and medical life sciences,277,High,0.00000,0.00000,1250000.00000,1250000.00000,1250000.00000,1250000.00000,0.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,01 Nov 14 00:00,Open,13 Nov 13 00:00,13 Nov 13 15:35,13 Nov 13 15:35,,1884,NHS Supply Chain,0,3316800,1176810,689472,689472,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176810
166,NHS Supply Chain,Molecular Testing Systems,Clinical and medical life sciences,45,High,0.00000,0.00000,0.00000,0.00000,14000000.00000,14000000.00000,14000000.00000,0.00000,United Kingdom,UK,,NHS Supply Chain supply to various NHS customers nationwide,20 Apr 17 00:00,Open,20 Apr 16 00:00,13 Nov 13 15:26,13 Nov 13 15:26,,1884,NHS Supply Chain,0,33124100|38434000|33124110|33124130|3314162,1176805,689464,689464,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176805
167,NHS Supply Chain,Washable continence care and associated products,Clinical and medical life sciences,224,High,0.00000,0.00000,350000.00000,350000.00000,350000.00000,350000.00000,0.00000,0.00000,United Kingdom,UK,,,01 Oct 14 00:00,Open,18 Feb 14 00:00,13 Nov 13 15:15,13 Nov 13 15:15,,1884,NHS Supply Chain,0,33141621|1840000,1176802,690729,690729,186,National Health Service,186,National Health Service,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176802
168,Penninsula Purchasing & Supply Alliance,Pharmacy Wholesalers,Clinical and medical life sciences,0062A,Medium,0.00000,0.00000,0.00000,29020680.00000,29020680.00000,0.00000,0.00000,0.00000,South West,UKK,,,31 Mar 15 00:00,Open,01 Oct 14 00:00,13 Nov 13 13:38,13 Nov 13 13:38,,1890,Peninsula Purchasing & Supply Alliance,0,85149000|6312000,1176757,690846,690846,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176757
169,Peninsula Purchasing & Supply Alliance,Blood Gas Analyser,Clinical and medical life sciences,0189,Medium,0.00000,0.00000,0.00000,178963.00000,178963.00000,178963.00000,0.00000,0.00000,South West,UKK,,,01 Apr 15 00:00,Open,01 Oct 14 00:00,13 Nov 13 13:35,13 Nov 13 13:35,,1890,Peninsula Purchasing & Supply Alliance,0,3843400,1176755,735906,690925,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176755
170,Peninsula Purchasing & Supply Alliance,Clozapine,Clinical and medical life sciences,0010,Medium,0.00000,0.00000,0.00000,340744.00000,340744.00000,0.00000,0.00000,0.00000,South West,UKK,,,01 Apr 15 00:00,Open,01 Oct 14 00:00,13 Nov 13 13:30,13 Nov 13 13:30,,1890,Peninsula Purchasing & Supply Alliance,0,3360000,1176751,907349,690905,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176751
171,Peninsula Purchasing & Supply Alliance,Pharmacy Home Care Low Tech,Clinical and medical life sciences,0059A,Medium,0.00000,0.00000,0.00000,14465000.00000,14465000.00000,14465000.00000,0.00000,0.00000,South West,UKK,,,28 Jun 15 00:00,Open,28 Dec 14 00:00,13 Nov 13 14:09,13 Nov 13 14:09,,1890,Peninsula Purchasing & Supply Alliance,0,85141210|3360000,1176770,690851,690851,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176770
172,Peninsula Purchasing & Supply Alliance,Medical Gases - Cylinders,Clinical and medical life sciences,0107,Medium,0.00000,0.00000,0.00000,834000.00000,834000.00000,0.00000,0.00000,0.00000,South West,UKK,,,01 Dec 16 00:00,Open,01 Jun 15 00:00,13 Nov 13 14:18,13 Nov 13 14:18,,1890,Peninsula Purchasing & Supply Alliance,0,2411150,1176774,735904,690901,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176774
173,Peninsula Purchasing & Supply Alliance,Cytotoxic Drugs - Aseptically Prepared,Clinical and medical life sciences,0137A,Medium,0.00000,0.00000,0.00000,1327796.00000,1327796.00000,0.00000,0.00000,0.00000,South West,UKK,,,09 May 15 00:00,Open,08 Nov 14 00:00,13 Nov 13 13:42,13 Nov 13 13:42,,1890,Peninsula Purchasing & Supply Alliance,0,85149000|6312000,1176759,690895,690895,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1176759
174,Peninsula Purchasing & Supply Alliance,Enteral Feeds,Clinical and medical life sciences,0121,Medium,0.00000,0.00000,1671968.00000,1671968.00000,1671968.00000,1671968.00000,0.00000,0.00000,South West,UKK,,,01 Oct 14 00:00,Open,01 Apr 14 00:00,11 Apr 13 12:57,11 Apr 13 12:57,,1890,Peninsula Purchasing & Supply Alliance,0,3369230,907366,690875,690875,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=907366
175,Peninsula Purchasing & Supply Alliance,Blood Tracking System,Clinical and medical life sciences,0173,Medium,0.00000,0.00000,817332.00000,817332.00000,817332.00000,817332.00000,817332.00000,0.00000,South West,UKK,,,01 Apr 15 00:00,Open,01 Oct 14 00:00,11 Apr 13 15:02,11 Apr 13 15:02,,1890,Peninsula Purchasing & Supply Alliance,0,7190000,907389,,,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=907389
176,Peninsula Purchasing & Supply Alliance,Prepared Media,Clinical and medical life sciences,0117,Medium,0.00000,0.00000,0.00000,702396.00000,702396.00000,702396.00000,0.00000,0.00000,South West,UKK,,,01 Feb 15 00:00,Open,01 Aug 14 00:00,11 Apr 13 15:07,11 Apr 13 15:07,,1890,Peninsula Purchasing & Supply Alliance,0,33195000|3319510,907392,,,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=907392
177,Peninsula Purchasing & Supply Alliance,Automated Electrophoresis System,Clinical and medical life sciences,0226,Medium,0.00000,0.00000,0.00000,132500.00000,132500.00000,132500.00000,0.00000,0.00000,South West,UKK,,,01 Feb 15 00:00,Open,01 Aug 14 00:00,11 Apr 13 11:44,11 Apr 13 11:44,,1890,Peninsula Purchasing & Supply Alliance,0,3300000,907344,697353,697353,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=907344
178,Peninsula Purchasing & Supply Alliance,Coagulation Equipment,Clinical and medical life sciences,0123,Medium,0.00000,0.00000,0.00000,0.00000,165000.00000,165000.00000,165000.00000,0.00000,South West,UKK,,,01 Apr 16 00:00,Open,01 Oct 15 00:00,11 Apr 13 11:50,11 Apr 13 11:50,,1890,Peninsula Purchasing & Supply Alliance,0,3843400,907347,694244,694244,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=907347
179,Peninsula Purchasing & Supply Alliance,Blood Bank Analysers,Clinical and medical life sciences,0256,Medium,0.00000,0.00000,0.00000,0.00000,426580.00000,426580.00000,426580.00000,0.00000,South West,UKK,,,01 Sep 16 00:00,Open,01 Mar 16 00:00,16 Apr 13 09:59,16 Apr 13 09:59,,1890,Peninsula Purchasing & Supply Alliance,0,33141510|3314150,911260,907395,907395,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=911260
180,Peninsula Purchasing & Supply Alliance,Haematology Analyser Full Block Count,Clinical and medical life sciences,0150B,Medium,0.00000,0.00000,0.00000,126480.00000,126480.00000,126480.00000,126480.00000,0.00000,South West,UKK,,,01 Jan 16 00:00,Open,02 Apr 16 00:00,16 Apr 13 10:17,16 Apr 13 10:17,,1890,Peninsula Purchasing & Supply Alliance,0,3843457,911264,697354,697354,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=911264
181,Penninsula Purchasing & Supply Alliance,Liquid Based Cytology,Clinical and medical life sciences,0217,Medium,0.00000,0.00000,0.00000,0.00000,381000.00000,381000.00000,381000.00000,0.00000,South West,UKK,,,01 Apr 16 00:00,Open,02 Oct 15 00:00,16 Apr 13 10:21,16 Apr 13 10:21,,1890,Peninsula Purchasing & Supply Alliance,0,3843400,911265,690903,690903,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=911265
182,Penninsula Purchasing & Supply Alliance,Endoscopy and Radiology Consumables,Clinical and medical life sciences,0351,Medium,0.00000,0.00000,0.00000,4752320.00000,4752320.00000,4752320.00000,4752320.00000,0.00000,South West,UKK,,,10 Aug 15 00:00,Open,09 Feb 15 00:00,16 Apr 13 10:28,16 Apr 13 10:28,,1890,Peninsula Purchasing & Supply Alliance,0,33141326|33141322|33141240|33141230|33141220|33141210|33141200|33140000|3311160,911269,690861,690861,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=911269
183,Penninsula Purchasing & Supply Alliance,Negative Pressure Wound,Clinical and medical life sciences,33141111,Medium,0.00000,0.00000,0.00000,0.00000,2037700.00000,2037700.00000,2037700.00000,0.00000,South West,UKK,,,16 Apr 16 00:00,Open,17 Oct 15 00:00,16 Apr 13 10:34,16 Apr 13 10:34,,1890,Peninsula Purchasing & Supply Alliance,0,3314111,911271,690873,690873,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=911271
184,Penninsula Purchasing & Supply Alliance,Pathology Automation,Clinical and medical life sciences,0124,Medium,0.00000,0.00000,0.00000,4480520.00000,4480520.00000,4480520.00000,0.00000,0.00000,South West,UKK,,,01 Apr 15 00:00,Open,01 Oct 14 00:00,29 Mar 13 00:01,15 Oct 12 14:14,,1890,Peninsula Purchasing & Supply Alliance,0,8511180,690864,,,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690864
185,Penninsula Purchasing & Supply Alliance,Chlamydia Testing,Clinical and medical life sciences,0279,Medium,0.00000,0.00000,0.00000,239136.00000,239136.00000,239136.00000,0.00000,0.00000,South West,UKK,,,01 Oct 15 00:00,Open,02 Apr 15 00:00,01 Mar 13 10:16,15 Oct 12 16:25,,1890,Peninsula Purchasing & Supply Alliance,0,33696500|33694000|3843400,690911,,,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=690911
186,Penninsula Purchasing & Supply Alliance,Blood Glucose Meters,Clinical and medical life sciences,0214,Medium,0.00000,0.00000,0.00000,283146.00000,283146.00000,283146.00000,0.00000,0.00000,South West,UKK,,,01 Apr 15 00:00,Open,01 Oct 14 00:00,29 Mar 13 00:02,21 Nov 12 13:14,,1890,Peninsula Purchasing & Supply Alliance,0,3854000,735902,690908,690908,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=735902
187,Penninsula Purchasing & Supply Alliance,Drug Eluting Stents & Interventional Cardiology Products,Clinical and medical life sciences,0432,Medium,0.00000,0.00000,0.00000,0.00000,6416664.00000,6416664.00000,0.00000,0.00000,South West,UKK,,,01 Jan 16 00:00,Open,01 Jul 15 00:00,28 Aug 13 10:07,28 Aug 13 10:07,,1890,Peninsula Purchasing & Supply Alliance,0,33141200|33111730|3311172,1071636,735899,690876,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1071636
