ID,Framework,LotDescription,SupplierName,CustomerName,ReturnMonth,ProjectNameAndDescription,EvidencedSpend,Sector,SMEorLarge
3206,G-Cloud,4,ENCIRCLE SOLUTIONS LTD.,Home Office,2013-09-01,CMS Managed Service,557.65,Central Government,SME
3207,G-Cloud,4,ENCIRCLE SOLUTIONS LTD.,Home Office,2013-09-01,CMS Managed Service,1350,Central Government,SME
3208,G-Cloud,4,ENCIRCLE SOLUTIONS LTD.,Home Office,2013-09-01,CMS Managed Service,510.15,Central Government,SME
3209,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-09-01,Commercial Support,8593.2,Central Government,SME
3210,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,6033.17,Central Government,Large
3211,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,8397.8,Central Government,Large
3212,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,3712.8,Central Government,Large
3213,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,2629.9,Central Government,Large
3214,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,29714.2999,Central Government,Large
3215,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,10077.36,Central Government,Large
3216,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,8895.02,Central Government,Large
3217,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,2011.1,Central Government,Large
3218,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,11022.09,Central Government,Large
3219,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,3823.8525,Central Government,Large
3220,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,6961.32,Central Government,Large
3221,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,9657.47,Central Government,Large
3222,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,9547.02,Central Government,Large
3223,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-09-01,Consultancy,13259.76,Central Government,Large
3224,G-Cloud,4,LA International Computer Consultants Ltd,National Institute for Clinical Excellence,2013-09-01,Consultancy,5000,Central Government,Large
3225,G-Cloud,4,AMETHYST RISK MANAGEMENT LTD,Crown Commercial Service,2013-09-01,Consultancy,4473.8,Central Government,SME
3226,G-Cloud,4,AMETHYST RISK MANAGEMENT LTD,Crown Commercial Service,2013-09-01,Consultancy,2755.7,Central Government,SME
3227,G-Cloud,4,AMETHYST RISK MANAGEMENT LTD,Houses of Parliament,2013-09-01,consultancy,860,Central Government,SME
3228,G-Cloud,4,Axis12 Ltd,Care Quality Commission,2013-09-01,Consultancy for cloud based Drupal,42800,Central Government,SME
3229,G-Cloud,4,Axis12 Ltd,Care Quality Commission,2013-09-01,Consultancy for cloud based Drupal,3560,Central Government,SME
3230,G-Cloud,4,Axis12 Ltd,Care Quality Commission,2013-09-01,Consultancy for cloud based Drupal,1300,Central Government,SME
3231,G-Cloud,4,Axis12 Ltd,Care Quality Commission,2013-09-01,Consultancy for cloud based Drupal,1100,Central Government,SME
3232,G-Cloud,4,Axis12 Ltd,Care Quality Commission,2013-09-01,Consultancy for cloud based Drupal,3700,Central Government,SME
3233,G-Cloud,4,Axis12 Ltd,Care Quality Commission,2013-09-01,Consultancy for cloud based Drupal,27500,Central Government,SME
3234,G-Cloud,4,InProc Ltd,Bristol City Council,2013-09-01,Consultancy services,1627.5,Local Government,SME
3235,G-Cloud,4,Mokum Change Management Ltd,Cabinet Office,2013-09-01,Consulting Service to Establish SOP,48930,Central Government,SME
3236,G-Cloud,4,The Engine Group,Office of the Public Guardian,2013-09-01,Core Systems Replacement,190750,Central Government,Large
3237,G-Cloud,4,Actica Consulting Ltd,Department for Education,2013-09-01,Data Exchange Strategy,43012.5,Central Government,SME
3238,G-Cloud,4,BJSS LTD,City and Hackney Pct Com,2013-09-01,DBA,14763,Health,Large
3239,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,3883.05,Central Government,SME
3240,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,8948.52,Central Government,SME
3241,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,2982.88,Central Government,SME
3242,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,5220.04,Central Government,SME
3243,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,5220.04,Central Government,SME
3244,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,6072.3,Central Government,SME
3245,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,4453.02,Central Government,SME
3246,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,5220.04,Central Government,SME
3247,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,4966.5,Central Government,SME
3248,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,4602.12,Central Government,SME
3249,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,5273.28,Central Government,SME
3250,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,5667.48,Central Government,SME
3251,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,4772.6,Central Government,SME
3252,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,9001.85,Central Government,SME
3253,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,5592.9,Central Government,SME
3254,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,8437.2,Central Government,SME
3255,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,5220.04,Central Government,SME
3256,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,7390.605,Central Government,SME
3257,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,5965.68,Central Government,SME
3258,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Design and Development,6681.64,Central Government,SME
3259,G-Cloud,4,BANG COMMUNICATIONS,College of Policing,2013-09-01,Design and Development,4120,Central Government,SME
3260,G-Cloud,4,UNBOXED CONSULTING,University of Plymouth,2013-09-01,Design and Development,23220,Education,SME
3261,G-Cloud,4,UNBOXED CONSULTING,University of Plymouth,2013-09-01,Design and Development,23220,Education,SME
3262,G-Cloud,4,UNBOXED CONSULTING,University of Plymouth,2013-09-01,Design and Development,3870,Education,SME
3263,G-Cloud,4,UNBOXED CONSULTING,University of Plymouth,2013-09-01,Design and Development,58050,Education,SME
3264,G-Cloud,4,UNBOXED CONSULTING,University of Plymouth,2013-09-01,Design and Development,23220,Education,SME
3265,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Design Services,51250,Central Government,Large
3266,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Design Services,9767.5,Central Government,Large
3267,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Design Services,94047.5,Central Government,Large
3268,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Design Services,33800,Central Government,Large
3269,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Design Services,59627.6,Central Government,Large
3270,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Design Services,49120,Central Government,Large
3271,G-Cloud,4,Acuma Solutions Limited,Home Office,2013-09-01,Design Services,2957.5,Central Government,Large
3272,G-Cloud,4,Affinity Digital (Tech) Ltd,Cabinet Office,2013-09-01,Design/Development/Project management & administration) for Cloudstore – Sprint 2,11850,Central Government,SME
3273,G-Cloud,4,MEDLEY BUSINESS SOLUTIONS LTD,Home Office,2013-09-01,Detailed requirements analysis for ANPR solution,22554,Central Government,SME
3274,G-Cloud,4,PA Consulting Services Ltd,Defence Equipment and Support,2013-09-01,DIST Commercial Support,59673.33,Central Government,Large
3275,G-Cloud,4,CGI IT UK Limited,UK Hydrographic Office,2013-09-01,DMarGS Vulnerability Assessment Services/000000000027660,7345,Central Government,Large
3276,G-Cloud,4,BIG BLUE DOOR LTD,Cabinet Office,2013-09-01,Drupal support,2250,Central Government,SME
3277,G-Cloud,4,Quo Imus Ltd,Home Office,2013-09-01,e forms Penetration Test,1590,Central Government,SME
3278,G-Cloud,4,Parity Group PLC,Animal Health and Veterinary Laboratories Agency,2013-09-01,E-commerce Project Manager,14731.92,Central Government,SME
3279,G-Cloud,4,Quo Imus Ltd,Home Office,2013-09-01,eForms Penetration Test,1590,Central Government,SME
3280,G-Cloud,4,Atos IT Services UK Ltd,Cabinet Office,2013-09-01,Enhnaced DNS (eDNS) - 50 zones,2815,Central Government,Large
3281,G-Cloud,4,Alpine Resourcing Limited,House of Commons,2013-09-01,Consultant,1578.95,Central Government,SME
3282,G-Cloud,4,JADU LTD,Ministry of Justice,2013-09-01,ET Fees payments,2000,Central Government,SME
3283,G-Cloud,4,JADU LTD,Ministry of Justice,2013-09-01,ET Fees payments,3150,Central Government,SME
3284,G-Cloud,4,JADU LTD,Ministry of Justice,2013-09-01,ET Fees payments,28800,Central Government,SME
3285,G-Cloud,4,JADU LTD,Ministry of Justice,2013-09-01,ET Fees payments,8100,Central Government,SME
3286,G-Cloud,4,JADU LTD,Ministry of Justice,2013-09-01,ET Fees payments,6800,Central Government,SME
3287,G-Cloud,4,BJSS LTD,Health Education England,2013-09-01,Expenses,5792.51,Health,Large
3288,G-Cloud,4,BJSS LTD,Foreign And Commonwealth Office,2013-09-01,Expenses,41552.87,Central Government,Large
3289,G-Cloud,4,BJSS LTD,Health Education England,2013-09-01,Expenses,732.12,Health,Large
3290,G-Cloud,4,Sopra Group Ltd,Department for Environment Food And Rural Affairs,2013-09-01,FA2 4 - Sep,5913,Central Government,Large
3291,G-Cloud,4,FIVIUM LTD,Marine Management Organisation,2013-09-01,FOXopen Cloud Development and Support Services,24278,Central Government,SME
3292,G-Cloud,4,Cognizant Technology Solutions (UK),Universities and Colleges Admissions Service,2013-09-01,Functional Testing,18450,Not for Profit,Large
3293,G-Cloud,4,Kainos Software Ltd,Vehicle and Operator Services Agency,2013-09-01,Government Services,114417.5,Central Government,Large
3294,G-Cloud,4,Quo Imus Ltd,Home Office,2013-09-01,GRO Service Penetration Test,2385,Central Government,SME
3295,G-Cloud,4,Sopra Group Ltd,Homes and Communities Agency,2013-09-01,Gupta and Infrastructure Services - Sep,9097.41,Central Government,Large
3296,G-Cloud,4,Sopra Group Ltd,Homes and Communities Agency,2013-09-01,Gupta and Infrastructure Services - Sep,10462.45,Central Government,Large
3297,G-Cloud,4,Sopra Group Ltd,Homes and Communities Agency,2013-09-01,Gupta and Infrastructure Services - Sep,8226.05,Central Government,Large
3298,G-Cloud,4,Actica Consulting Ltd,Ministry of Justice,2013-09-01,HMCTS /CPS Common Platform Programme,63750,Central Government,SME
3299,G-Cloud,4,Actica Consulting Ltd,Ministry of Justice,2013-09-01,HQ & ALB Technical  Delivery Assurance,26350,Central Government,SME
3300,G-Cloud,4,InProc Ltd,Department for Environment Food And Rural Affairs,2013-09-01,ICT Commissioning and SRM Consultancy,6250,Central Government,SME
3301,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,3600,Central Government,Large
3302,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,6000,Central Government,Large
3303,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,12000,Central Government,Large
3304,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,9600,Central Government,Large
3305,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,10875,Central Government,Large
3306,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,3600,Central Government,Large
3307,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,2900,Central Government,Large
3308,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,14500,Central Government,Large
3309,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,3600,Central Government,Large
3310,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,3200,Central Government,Large
3311,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,4600,Central Government,Large
3312,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,4800,Central Government,Large
3313,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,1350,Central Government,Large
3314,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,1250,Central Government,Large
3315,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,13050,Central Government,Large
3316,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,12000,Central Government,Large
3317,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,4800,Central Government,Large
3318,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,4350,Central Government,Large
3319,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,12600,Central Government,Large
3320,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,7400,Central Government,Large
3321,G-Cloud,4,Valtech Ltd,Vehicle and Operator Services Agency,2013-09-01,ICT Modernisation Programme,10875,Central Government,Large
3322,G-Cloud,4,PA Consulting Services Ltd,NHS England,2013-09-01,IIT Support - June 13 to March 14,29600,Health,Large
3323,G-Cloud,4,Badenoch & Clark Ltd,Home Office,2013-09-01,Implementation Manager,3219,Central Government,Large
3324,G-Cloud,4,Badenoch & Clark Ltd,Home Office,2013-09-01,Implementation Manager,3219,Central Government,Large
3325,G-Cloud,4,Badenoch & Clark Ltd,Home Office,2013-09-01,Implementation Manager,2575.2,Central Government,Large
3326,G-Cloud,4,SPECIALIST COMPUTER CENTRE,Home Office,2013-09-01,INFORMATION ASSURANCE,850,Central Government,Large
3327,G-Cloud,4,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-09-01,INFORMATION ASSURANCE,850,Central Government,Large
3328,G-Cloud,4,SCC (Specialist Computer Centre),Bury Metropolitan Borough Council,2013-09-01,INFORMATION ASSURANCE,1700,Local Government,Large
3329,G-Cloud,4,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-09-01,INFORMATION ASSURANCE,12750,Central Government,Large
3330,G-Cloud,4,SCC (Specialist Computer Centre),Wirral Metropolitan Borough Council,2013-09-01,INFORMATION ASSURANCE,850,Local Government,Large
3331,G-Cloud,4,Cassidian CyberSecurity Limited,Ministry of Justice,2013-09-01,Information Assurance Services,55143.66,Central Government,Large
3332,G-Cloud,4,Cassidian CyberSecurity Limited,Ministry of Justice,2013-09-01,Information Assurance Services,22411,Central Government,Large
3333,G-Cloud,4,LA International Computer Consultants Ltd,National Crime Agency,2013-09-01,Information Technology Consultation,24687.5,Central Government,Large
3334,G-Cloud,4,PFI KNOWLEDGE SOLUTIONS LTD,Metropolitan Police Service,2013-09-01,Intelligus SBF,13000,Police,SME
3335,G-Cloud,4,IO1 LTD,Home Office,2013-09-01,Intranet Development,69352.93,Central Government,SME
3336,G-Cloud,4,ARCUS GLOBAL LTD,Leicestershire and Rutland Probation Trust,2013-09-01,IT Consulting across all projects,15105,Local Government,SME
3337,G-Cloud,4,Information Assurance Consulting Services LLP,Youth Justice Board for England and Wales,2013-09-01,IT Operational Security Management Service,7200,Central Government,SME
3338,G-Cloud,4,Stratia Consulting Ltd,HS2 Ltd.,2013-09-01,IT Secuirty Office Service,14250,Central Government,SME
3339,G-Cloud,4,Info-Assure,Ministry of Justice,2013-09-01,IT Security,5600,Central Government,SME
3340,G-Cloud,4,Info-Assure,Lancashire Probation Trust,2013-09-01,IT Security,1925,Central Government,SME
3341,G-Cloud,4,Info-Assure,Department for Education,2013-09-01,IT Security,5174.67,Central Government,SME
3342,G-Cloud,4,Info-Assure,Home Office,2013-09-01,IT Security,175,Central Government,SME
3343,G-Cloud,4,Info-Assure,Home Office,2013-09-01,IT Security,6475,Central Government,SME
3344,G-Cloud,4,Info-Assure,Food Standards Agency,2013-09-01,IT Security,-540,Central Government,SME
3345,G-Cloud,4,Info-Assure,Department for Education,2013-09-01,IT Security,7357.5,Central Government,SME
3346,G-Cloud,4,Info-Assure,Department for Environment Food And Rural Affairs,2013-09-01,IT Security,2158.5,Central Government,SME
3347,G-Cloud,4,Info-Assure,Home Office,2013-09-01,IT Security,188.9,Central Government,SME
3348,G-Cloud,4,Info-Assure,Home Office,2013-09-01,IT Security,11280,Central Government,SME
3349,G-Cloud,4,Info-Assure,Department for Education,2013-09-01,IT Security,6275.6,Central Government,SME
3350,G-Cloud,4,Info-Assure,FCO Services,2013-09-01,IT Security,900,Central Government,SME
3351,G-Cloud,4,Info-Assure,FCO Services,2013-09-01,IT Security,3600,Central Government,SME
3352,G-Cloud,4,Info-Assure,Food Standards Agency,2013-09-01,IT Security,6780,Central Government,SME
3353,G-Cloud,4,Compass Management Consulting Ltd,National Employment Savings Trust,2013-09-01,IT Sourcing Review,41441.35,Central Government,Large
3354,G-Cloud,4,BJSS LTD,Health Education England,2013-09-01,Iteration 11,44392.5,Health,Large
3355,G-Cloud,4,BJSS LTD,Health Education England,2013-09-01,Iteration 12,46563.5,Health,Large
3356,G-Cloud,4,Advent IM,UK Trade and Investment,2013-09-01,ITHC,2040,Central Government,SME
3357,G-Cloud,4,Alpine Resourcing Limited,Department for Environment Food And Rural Affairs,2013-09-01,Consultant,18732,Central Government,SME
3358,G-Cloud,4,Atos IT Services UK Ltd,Cabinet Office,2013-09-01,KONA Site Defender - Platform Fee Tier 3,13385,Central Government,Large
3359,G-Cloud,4,Atos IT Services UK Ltd,Cabinet Office,2013-09-01,KONA Site Defender - Service Management,3700,Central Government,Large
3360,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-09-01,Lead Commercial Support,17977.5,Central Government,SME
3361,G-Cloud,4,BravoSolution,Department Of Energy And Climate Change,2013-09-01,Licences/Consultancy,18250,Central Government,Large
3362,G-Cloud,4,BravoSolution,Department Of Energy And Climate Change,2013-09-01,Licences/Consultancy,2368,Central Government,Large
3363,G-Cloud,4,BravoSolution,FCO Services,2013-09-01,Licences/Consultancy,14288.6,Central Government,Large
3364,G-Cloud,4,BravoSolution,Advanced Procurement for Universities and Colleges Limited,2013-09-01,Licences/Consultancy,15000,Private Sector,Large
3365,G-Cloud,4,BravoSolution,FCO Services,2013-09-01,Licences/Consultancy,7313.6,Central Government,Large
3366,G-Cloud,4,IBM United Kingdom Ltd,Home Office,2013-09-01,Maintenance Release ( Milestone MR4) From 20/07/2013 to 02/08/2013,329754,Central Government,Large
3367,G-Cloud,4,Sogeti UK Limited,Skills Funding Agency,2013-09-01,Managed Testing Services,6120.002,Central Government,Large
3368,G-Cloud,4,Sogeti UK Limited,Skills Funding Agency,2013-09-01,Managed Testing Services,8550,Central Government,Large
3369,G-Cloud,4,Sogeti UK Limited,Skills Funding Agency,2013-09-01,Managed Testing Services,6269.9984,Central Government,Large
3370,G-Cloud,4,Sogeti UK Limited,Skills Funding Agency,2013-09-01,Managed Testing Services,5850,Central Government,Large
3371,G-Cloud,4,Sogeti UK Limited,Skills Funding Agency,2013-09-01,Managed Testing Services,900,Central Government,Large
3372,G-Cloud,4,Sogeti UK Limited,Skills Funding Agency,2013-09-01,Managed Testing Services,9450,Central Government,Large
3373,G-Cloud,4,SystemsUp td,Maritime and Coastguard Agency,2013-09-01,Microsoft & VMWare Strategy & Impl,74120,Central Government,SME
3374,G-Cloud,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01,Microsoft SME (Consultant) FROM 22/07/2013 TO 25/07/2013,747.5,Central Government,Large
3375,G-Cloud,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01,Microsoft SME (Consultant) FROM 05/08/2013 TO 09/08/2013,4600,Central Government,Large
3376,G-Cloud,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01,Microsoft SME (Consultant) FROM 02/09/2013 TO 27/09/2013,7015,Central Government,Large
3377,G-Cloud,4,IBM United Kingdom Ltd,Home Office,2013-09-01,Milestone SCP4,181477,Central Government,Large
3378,G-Cloud,4,Detica Ltd,Ministry of Justice,2013-09-01,MoJ Managed IA Service,161166.67,Central Government,Large
3379,G-Cloud,4,PA Consulting Services Ltd,Department of Health,2013-09-01,NIHR Cloud Migration: Phase 1,138277.5,Central Government,Large
3380,G-Cloud,4,Actica Consulting Ltd,Ministry of Justice,2013-09-01,NOMS Technical Delivery Assurance,31166,Central Government,SME
3381,G-Cloud,4,Actica Consulting Ltd,Ministry of Justice,2013-09-01,NOMS Technical Delivery Assurance,30600,Central Government,SME
3382,G-Cloud,4,Alpine Resourcing Limited,Home Office,2013-09-01,Consultant - Services charge for August 2013,5187,Central Government,SME
3383,G-Cloud,4,Alpine Resourcing Limited,Home Office,2013-09-01,Consultant - Services charge for July 2013,10374,Central Government,SME
3384,G-Cloud,4,Alpine Resourcing Limited,Home Office,2013-09-01,Consultant - Services charge for June 2013,2223,Central Government,SME
3385,G-Cloud,4,SmartSourcing PLC,Civil Aviation Authority,2013-09-01,Payroll and Accounting,580.68,Central Government,SME
3386,G-Cloud,4,ProCheckUp Ltd,Foreign And Commonwealth Office,2013-09-01,Penetration Testing,15700,Central Government,SME
3387,G-Cloud,4,The Test People Ltd,Public Health England,2013-09-01,Performance Test Consultancy,2175,Central Government,SME
3388,G-Cloud,4,InProc Ltd,Bristol City Council,2013-09-01,Phase 1,5950,Local Government,SME
3389,G-Cloud,4,Actica Consulting Ltd,Department for Education,2013-09-01,PM of Development & Imp of Evolve Project,18000,Central Government,SME
3390,G-Cloud,4,Quo Imus Ltd,Home Office,2013-09-01,PREVENT Service Penetration Test,2385,Central Government,SME
3391,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-09-01,Process Lead,17340,Central Government,SME
3392,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-09-01,Process Support,2360.4,Central Government,SME
3393,G-Cloud,4,ESRI (UK) Ltd,Department For Communities And Local Government,2013-09-01,Professional Services - Consultancy,9600,Central Government,Large
3394,G-Cloud,4,ESRI (UK) Ltd,Department For Communities And Local Government,2013-09-01,Professional Services - Consultancy,6400,Central Government,Large
3395,G-Cloud,4,ESRI (UK) Ltd,Maritime and Coastguard Agency,2013-09-01,Professional Services - Consultancy,120,Central Government,Large
3396,G-Cloud,4,ESRI (UK) Ltd,Maritime and Coastguard Agency,2013-09-01,Professional Services - Consultancy,24800,Central Government,Large
3397,G-Cloud,4,P3M Systems Ltd,Transport for London,2013-09-01,Professional Services from SFIA Level 4 Resource,18400,Local Government,SME
3398,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-09-01,Programme Director,23275,Central Government,SME
3399,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-09-01,Programme Manager,15544.8,Central Government,SME
3400,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Project / Programme Management,7478.4,Central Government,SME
3401,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Project / Programme Management,7084.28,Central Government,SME
3402,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Project / Programme Management,5592.86,Central Government,SME
3403,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Project / Programme Management,3749.92,Central Government,SME
3404,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Project / Programme Management,7616.96,Central Government,SME
3405,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Project / Programme Management,5533.22,Central Government,SME
3406,G-Cloud,4,Parity Group PLC,Office for National Statistics,2013-09-01,Project / Programme Management,6647.55,Central Government,SME
3407,G-Cloud,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-09-01,Project and Programme Management,65360,Central Government,Large
3408,G-Cloud,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-09-01,Project and Programme Management,28110,Central Government,Large
3409,G-Cloud,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01,Project Manager (Consultant) FROM 29/07/2013 TO 23/08/2013,5514.18,Central Government,Large
3410,G-Cloud,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01,Project Manager (Consultant) FROM 22/07/2013 TO 26/07/2013,963.38,Central Government,Large
3411,G-Cloud,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01,Project Manager (Consultant) FROM 22/07/2013 TO 24/07/2013,275.25,Central Government,Large
3412,G-Cloud,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01,Project Manager (Consultant) FROM 29/07/2013 TO 22/08/2013,3303,Central Government,Large
3413,G-Cloud,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01,Project Manager (Consultant) 03/07/2013 TO 26/07/2013,1880.88,Central Government,Large
3414,G-Cloud,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01,Project Manager (Consultant) FROM 27/08/2013 TO 20/09/2013,3670.01,Central Government,Large
3415,G-Cloud,4,IBM United Kingdom Ltd,Student Loans Company Limited,2013-09-01,Project Manager (Consultant)FROM 22/07/2013 TO 26/07/2013,-1146.88,Central Government,Large
3416,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-09-01,Project Support Assistant,5760,Central Government,SME
3417,G-Cloud,4,MDS TECHNOLOGIES LTD,Cabinet Office,2013-09-01,Provision support for Mongo DB,4800,Central Government,SME
3418,G-Cloud,4,Cassidian CyberSecurity Limited,Cabinet Office,2013-09-01,PSN Cyber Advisory Alerts,4500,Central Government,Large
3419,G-Cloud,4,ARCUS GLOBAL LTD,The Royal Borough of Windsor and Maidenhead,2013-09-01,Requirments Workshops & Agile Training,1500,Local Government,SME
3420,G-Cloud,4,Information Assurance Consulting Services LLP,Youth Justice Board for England and Wales,2013-09-01,RMADS Work Package AWPC Delivery,4000,Central Government,SME
3421,G-Cloud,4,Information Assurance Consulting Services LLP,Youth Justice Board for England and Wales,2013-09-01,RMADS Work Package AWPC Initial,4000,Central Government,SME
3422,G-Cloud,4,Bit Zesty,Cabinet Office,2013-09-01,Ruby on Rails Support offsite,4500,Central Government,SME
3423,G-Cloud,4,Bit Zesty,Cabinet Office,2013-09-01,Ruby on Rails Support offsite,1651.5,Central Government,SME
3424,G-Cloud,4,SmartSourcing PLC,Cabinet Office,2013-09-01,Scala Developer,13100,Central Government,SME
3425,G-Cloud,4,CADENCE PARTNERSHIP LLP,Home Office,2013-09-01,SCS,18900,Central Government,SME
3426,G-Cloud,4,CADENCE PARTNERSHIP LLP,Home Office,2013-09-01,SCS,4275,Central Government,SME
